Label	ID	URI	Scannet	Roomle	NYU40	Shapenet	COCO	FSO	Wordnet	Structural	Level
curbside recycling bin	2237	http://www.aidimme.es/FurnitureSectorOntology.owl#CurbsideRecyclingBin						curbside recycling bin		-	10
wastepaper basket	2540	http://www.aidimme.es/FurnitureSectorOntology.owl#WastepaperBasket						wastepaper basket		-	10
kitchen bin	2794	http://www.aidimme.es/FurnitureSectorOntology.owl#KitchenBin						kitchen bin		-	10
decoration element	2724	http://www.aidimme.es/FurnitureSectorOntology.owl#DecorationElement						decoration element		-	9
vessel	2624	http://www.aidimme.es/FurnitureSectorOntology.owl#Vessel						vessel		-	10
planter	2684	http://www.aidimme.es/FurnitureSectorOntology.owl#Planter						planter		-	10
photo frame	2826	http://www.aidimme.es/FurnitureSectorOntology.owl#PhotoFrame						photo frame		-	10
candle	286	http://www.aidimme.es/FurnitureSectorOntology.owl#Candle	candle		40			candle	candle.n.01	-	10
scaffold	2744	http://www.aidimme.es/FurnitureSectorOntology.owl#Scaffold						scaffold		-	9
cleaning complement	2791	http://www.aidimme.es/FurnitureSectorOntology.owl#CleaningComplement						cleaning complement		-	9
broom	325	http://www.aidimme.es/FurnitureSectorOntology.owl#Broom	broom		40			broom	broom.n.01	-	10
mop	332	http://www.aidimme.es/FurnitureSectorOntology.owl#Mop	mop		40			mop	swab.n.02	-	10
bathroom complement	2889	http://www.aidimme.es/FurnitureSectorOntology.owl#BathroomComplement						bathroom complement		-	9
shower cabin	2456	http://www.aidimme.es/FurnitureSectorOntology.owl#ShowerCabin						shower cabin		-	10
toilet tank	2493	http://www.aidimme.es/FurnitureSectorOntology.owl#ToiletTank						toilet tank		-	10
shower enclosure	2555	http://www.aidimme.es/FurnitureSectorOntology.owl#ShowerEnclosure						shower enclosure		-	10
weighing scale	2747	http://www.aidimme.es/FurnitureSectorOntology.owl#WeighingScale						weighing scale		-	10
bathmat	2767	http://www.aidimme.es/FurnitureSectorOntology.owl#Bathmat						bathmat		-	10
shower tray	2770	http://www.aidimme.es/FurnitureSectorOntology.owl#ShowerTray						shower tray		-	10
toothbrush holder	2840	http://www.aidimme.es/FurnitureSectorOntology.owl#ToothbrushHolder						toothbrush holder		-	10
shower	78	http://www.aidimme.es/FurnitureSectorOntology.owl#Shower	shower		38			shower	shower.n.01	-	10
shower floor	417	http://scan-net.org/concepts/shower_floor	shower floor		2					-	11
shower door	188	http://scan-net.org/concepts/shower_door	shower door		8					-	11
shower control valve	1201	http://scan-net.org/concepts/shower_control_valve	shower control valve		38					-	11
toilet brush	228	http://www.aidimme.es/FurnitureSectorOntology.owl#ToiletBrush	toilet brush		40			toilet brush		-	10
piece of furniture	2627	http://www.aidimme.es/FurnitureSectorOntology.owl#PieceOfFurniture						piece of furniture		-	8
auxiliary furniture	2310	http://www.aidimme.es/FurnitureSectorOntology.owl#AuxiliaryFurniture						auxiliary furniture		-	9
children piece of furniture	2384	http://www.aidimme.es/FurnitureSectorOntology.owl#ChildrenPieceOfFurniture						children piece of furniture		-	9
travel crib	2136	http://www.aidimme.es/FurnitureSectorOntology.owl#TravelCrib						travel crib		-	10
baby bath tub	2152	http://www.aidimme.es/FurnitureSectorOntology.owl#BabyBathTub						baby bath tub		-	10
baby bouncer	2190	http://www.aidimme.es/FurnitureSectorOntology.owl#BabyBouncer						baby bouncer		-	10
nursing rocking chair	2196	http://www.aidimme.es/FurnitureSectorOntology.owl#NursingRockingChair						nursing rocking chair		-	10
moses basket	2260	http://www.aidimme.es/FurnitureSectorOntology.owl#MosesBasket						moses basket		-	10
cradle	2486	http://www.aidimme.es/FurnitureSectorOntology.owl#Cradle						cradle		-	10
changing table	2531	http://www.aidimme.es/FurnitureSectorOntology.owl#ChangingTable						changing table		-	10
baby pram	2635	http://www.aidimme.es/FurnitureSectorOntology.owl#BabyPram						baby pram		-	10
high chair	2830	http://www.aidimme.es/FurnitureSectorOntology.owl#HighChair						high chair		-	10
storage piece of furniture	2699	http://www.aidimme.es/FurnitureSectorOntology.owl#StoragePieceOfFurniture						storage piece of furniture		-	9
bread basket	2134	http://www.aidimme.es/FurnitureSectorOntology.owl#BreadBasket						bread basket		-	10
chest of drawers	2619	http://www.aidimme.es/FurnitureSectorOntology.owl#ChestOfDrawers						chest of drawers		-	10
chest of drawers with babybath	2746	http://www.aidimme.es/FurnitureSectorOntology.owl#ChestOfDrawersWithBabybath						chest of drawers with babybath		-	11
shelf	8	http://www.aidimme.es/FurnitureSectorOntology.owl#Shelf	shelf		15	bookshelf		shelf	bookshelf.n.01	-	10
rack	87	http://www.aidimme.es/FurnitureSectorOntology.owl#Rack	rack		39			rack	rack.n.05	-	10
music stand	581	http://scan-net.org/concepts/music_stand	music stand		39				music_stand.n.01	-	11
tripod	1117	http://scan-net.org/concepts/tripod	tripod		39				tripod.n.01	-	11
easel	289	http://www.aidimme.es/FurnitureSectorOntology.owl#Easel	easel		39			easel	easel.n.01	-	12
magazine rack	765	http://www.aidimme.es/FurnitureSectorOntology.owl#MagazineRack	magazine rack		39			magazine rack	magazine_rack.n.01	-	11
dress rack	733	http://scan-net.org/concepts/dress_rack	dress rack		40				dress_rack.n.01	-	11
recliner chair	1338	http://scan-net.org/concepts/recliner_chair	recliner chair		5	chair			dress_rack.n.01	-	11
flower stand	484	http://scan-net.org/concepts/flower_stand	flower stand		39					-	11
clothes butler	2104	http://www.aidimme.es/FurnitureSectorOntology.owl#ClothesButler						clothes butler		-	11
bicycle rack	2311	http://www.aidimme.es/FurnitureSectorOntology.owl#BicycleRack						bicycle rack		-	11
wine rack	2355	http://www.aidimme.es/FurnitureSectorOntology.owl#WineRack						wine rack		-	11
roof rack	2432	http://www.aidimme.es/FurnitureSectorOntology.owl#RoofRack						roof rack		-	11
hat rack	2449	http://www.aidimme.es/FurnitureSectorOntology.owl#HatRack						hat rack		-	11
umbrella stand	2506	http://www.aidimme.es/FurnitureSectorOntology.owl#UmbrellaStand						umbrella stand		-	11
hook	2649	http://www.aidimme.es/FurnitureSectorOntology.owl#Hook						hook		-	11
toilet brush holder	2711	http://www.aidimme.es/FurnitureSectorOntology.owl#ToiletBrushHolder						toilet brush holder		-	11
hanger	2887	http://www.aidimme.es/FurnitureSectorOntology.owl#Hanger						hanger		-	11
rug	61	http://scan-net.org/concepts/rug	rug		40				rug.n.01	-	7
screen	133	http://scan-net.org/concepts/screen	screen		40				curtain.n.01	-	7
fitting	2214	http://www.aidimme.es/FurnitureSectorOntology.owl#Fitting						fitting	fitting.n.03	-	7
holder shelf	2133	http://www.aidimme.es/FurnitureSectorOntology.owl#HolderShelf						holder shelf		-	8
profile	2314	http://www.aidimme.es/FurnitureSectorOntology.owl#Profile						profile		-	8
stay	2345	http://www.aidimme.es/FurnitureSectorOntology.owl#Stay						stay		-	8
latch	2378	http://www.aidimme.es/FurnitureSectorOntology.owl#Latch						latch		-	8
lock	2436	http://www.aidimme.es/FurnitureSectorOntology.owl#Lock						lock		-	8
sliding rail	2685	http://www.aidimme.es/FurnitureSectorOntology.owl#SlidingRail						sliding rail		-	8
knob	2759	http://www.aidimme.es/FurnitureSectorOntology.owl#Knob						knob		-	8
key	2773	http://www.aidimme.es/FurnitureSectorOntology.owl#Key						key		-	8
hinge	2863	http://www.aidimme.es/FurnitureSectorOntology.owl#Hinge						hinge		-	8
keyhole	2435	http://www.aidimme.es/FurnitureSectorOntology.owl#Keyhole						keyhole	keyhole.n.01	-	8
handle	2441	http://www.aidimme.es/FurnitureSectorOntology.owl#Handle						handle	handle.n.01	-	8
safety grip handle	2915	http://www.aidimme.es/FurnitureSectorOntology.owl#SafetyGripHandle						safety grip handle		-	9
home textile	2882	http://www.aidimme.es/FurnitureSectorOntology.owl#HomeTextile						home textile		-	7
kitchen cloth	2095	http://www.aidimme.es/FurnitureSectorOntology.owl#KitchenCloth						kitchen cloth		-	8
mattress cover	2195	http://www.aidimme.es/FurnitureSectorOntology.owl#MattressCover						mattress cover		-	8
nursing chair pocket	2275	http://www.aidimme.es/FurnitureSectorOntology.owl#NursingChairPocket						nursing chair pocket		-	8
low head protector	2364	http://www.aidimme.es/FurnitureSectorOntology.owl#LowHeadProtector						low head protector		-	8
oven glove	2453	http://www.aidimme.es/FurnitureSectorOntology.owl#OvenGlove						oven glove		-	8
bed sheet	2489	http://www.aidimme.es/FurnitureSectorOntology.owl#BedSheet						bed sheet		-	8
protective cover	2518	http://www.aidimme.es/FurnitureSectorOntology.owl#ProtectiveCover						protective cover		-	8
duvet cover	2524	http://www.aidimme.es/FurnitureSectorOntology.owl#DuvetCover						duvet cover		-	8
strap	2594	http://www.aidimme.es/FurnitureSectorOntology.owl#Strap						strap		-	8
lace	2843	http://www.aidimme.es/FurnitureSectorOntology.owl#Lace						lace		-	8
apron	2855	http://www.aidimme.es/FurnitureSectorOntology.owl#Apron						apron		-	8
blanket	54	http://www.aidimme.es/FurnitureSectorOntology.owl#Blanket	blanket		40			blanket	blanket.n.01	-	8
bathrobe	346	http://www.aidimme.es/FurnitureSectorOntology.owl#Bathrobe	bathrobe		40			bathrobe	bathrobe.n.01	-	8
bedclothes	2639	http://www.aidimme.es/FurnitureSectorOntology.owl#BedLinen		bed linen				bed linen	bedclothes.n.01	-	8
quilt	3026	https://www.w3.org/2006/03/wn/wn20/instances/synset-quilt-noun-01							quilt.n.01	x	9
duvet	2533	http://www.aidimme.es/FurnitureSectorOntology.owl#Duvet						duvet	eiderdown.n.01	-	10
serviette	2653	http://www.aidimme.es/FurnitureSectorOntology.owl#Serviette						serviette	napkin.n.01	-	8
tablecloth	2689	http://www.aidimme.es/FurnitureSectorOntology.owl#Tablecloth						tablecloth	tablecloth.n.01	-	8
device	3027	https://www.w3.org/2006/03/wn/wn20/instances/synset-device-noun-01							device.n.01	x	6
fan	76	http://scan-net.org/concepts/fan	fan		40				fan.n.01	-	7
fire extinguisher	166	http://scan-net.org/concepts/fire_extinguisher	fire extinguisher		40				fire_extinguisher.n.01	-	7
water cooler	177	http://scan-net.org/concepts/water_cooler	water cooler		39				water_cooler.n.01	-	7
ceiling fan	682	http://scan-net.org/concepts/ceiling_fan	ceiling fan		40				fan.n.01	-	7
smoke detector	1125	http://scan-net.org/concepts/smoke_detector	smoke detector		40				warning_device.n.01	-	7
exercise machine	386	http://scan-net.org/concepts/exercise_machine	exercise machine		40				exercise_device.n.01	-	7
treadmill	153	http://scan-net.org/concepts/treadmill	treadmill		39				treadmill.n.01	-	8
gym electric	3028	http://atlantis-ar/indoor-taxonomy#gym_electric		gym electric						-	8
remote	231	http://scan-net.org/concepts/remote	remote		40	remote_control	remote		remote_control.n.01	-	7
heater	91	http://www.aidimme.es/FurnitureSectorOntology.owl#Heater	heater		39			heater	heater.n.01	-	7
radiator	96	http://www.aidimme.es/FurnitureSectorOntology.owl#Radiator	radiator		39			radiator	radiator.n.02	-	8
stove	62	http://scan-net.org/concepts/stove	stove		38	stove			stove.n.02	-	8
tiled stove	3029	http://atlantis-ar/indoor-taxonomy#tiled_stove								-	9
stovetop	1340	http://scan-net.org/concepts/stovetop	stovetop		38	stove			stove.n.02	-	8
elliptical machine	893	http://scan-net.org/concepts/elliptical_machine	elliptical machine		40				exercise_device.n.01	-	7
toilet flush button	1251	http://scan-net.org/concepts/toilet_flush_button	toilet flush button		40				release.n.08	-	7
shredder	599	http://scan-net.org/concepts/shredder	shredder		40				shredder.n.01	-	7
exercise bike	1337	http://scan-net.org/concepts/exercise_bike	exercise bike		40				shredder.n.01	-	7
bath electric	3030	http://atlantis-ar/indoor-taxonomy#bath_electric		bath electric					electrical_device.n.01	-	7
kitchen electric	3031	http://atlantis-ar/indoor-taxonomy#kitchen_electric		kitchen electric						-	8
transformer	2827	http://www.aidimme.es/FurnitureSectorOntology.owl#Transformer						transformer	transformer.n.01	-	8
transducer	3032	https://www.w3.org/2006/03/wn/wn20/instances/synset-transducer-noun-01							transducer.n.01	x	8
electro-acoustic_transducer	3033	https://www.w3.org/2006/03/wn/wn20/instances/synset-electro-acoustic_transducer-noun-01							electro-acoustic_transducer.n.01	x	9
speaker	118	http://scan-net.org/concepts/speaker	speaker		40	speaker			loudspeaker.n.01	-	10
subwoofer	819	http://scan-net.org/concepts/subwoofer	subwoofer		40	speaker			subwoofer.n.01	-	11
headphones	312	http://scan-net.org/concepts/headphones	headphones		40				earphone.n.01	-	10
circuit	3034	https://www.w3.org/2006/03/wn/wn20/instances/synset-circuit-noun-01							circuit.n.01	x	8
computer_circuit	3035	https://www.w3.org/2006/03/wn/wn20/instances/synset-computer_circuit-noun-01							computer_circuit.n.01	x	9
printed_circuit	3036	https://www.w3.org/2006/03/wn/wn20/instances/synset-printed_circuit-noun-01							printed_circuit.n.01	x	10
card	1268	http://scan-net.org/concepts/card	card		40				card.n.0	-	11
electrical device	3037	http://atlantis-ar/indoor-taxonomy#electrical_device		electric other					electrical_device.n.01	-	7
gym other	3038	http://atlantis-ar/indoor-taxonomy#gym_other		gym other					exercise_device.n.01	-	7
musical instrument	2323	http://www.aidimme.es/FurnitureSectorOntology.owl#MusicalInstrument						musical instrument	musical_instrument.n.01	-	7
stringed_instrument	3040	https://www.w3.org/2006/03/wn/wn20/instances/synset-stringed_instrument-noun-01							stringed_instrument.n.01	x	8
guitar	112	http://www.aidimme.es/FurnitureSectorOntology.owl#Guitar	guitar		40	guitar		guitar	guitar.n.01	-	9
piano	90	http://www.aidimme.es/FurnitureSectorOntology.owl#Piano	piano		39	piano		piano	piano.n.01	-	9
keyboard piano	1180	http://scan-net.org/concepts/keyboard_piano	keyboard piano		39	piano			piano.n.01	-	9
banjo	2458	http://www.aidimme.es/FurnitureSectorOntology.owl#Banjo						banjo	banjo.n.01	-	9
zither	2474	http://www.aidimme.es/FurnitureSectorOntology.owl#Zither						zither	zither.n.01	-	9
clavichord	2642	http://www.aidimme.es/FurnitureSectorOntology.owl#Clavichord						clavichord	clavichord.n.01	-	9
clavier	3043	https://www.w3.org/2006/03/wn/wn20/instances/synset-clavier-noun-02							clavier.n.02	x	9
harpsichord	3044	https://www.w3.org/2006/03/wn/wn20/instances/synset-harpsichord-noun-01							harpsichord.n.01	x	10
virginal	2371	http://www.aidimme.es/FurnitureSectorOntology.owl#Virginal						virginal	virginal.n.01	-	11
chordophone	3041	https://www.w3.org/2006/03/wn/wn20/instances/synset-chordophone-noun-01							chordophone.n.01	x	9
mandolin	2387	http://www.aidimme.es/FurnitureSectorOntology.owl#Mandolin						mandolin	mandolin.n.01	-	10
bowed_stringed_instrument	3042	https://www.w3.org/2006/03/wn/wn20/instances/synset-bowed_stringed_instrument-noun-01							bowed_stringed_instrument.n.01	x	9
violin	2655	http://www.aidimme.es/FurnitureSectorOntology.owl#Violin						violin	violin.n.01	-	10
cello	2779	http://www.aidimme.es/FurnitureSectorOntology.owl#Cello						cello	cello.n.01	-	10
keyboard_instrument	3045	https://www.w3.org/2006/03/wn/wn20/instances/synset-keyboard_instrument-noun-01							keyboard_instrument.n.01	x	8
percussion_instrument	3048	https://www.w3.org/2006/03/wn/wn20/instances/synset-percussion_instrument-noun-01							percussion_instrument.n.01	x	8
maraca	321	http://scan-net.org/concepts/roomba	maraca		40				maraca.n.01	-	9
drum set	1334	http://scan-net.org/concepts/drum_set	drum set		40				drum.n.01	-	9
tambourine	2498	http://www.aidimme.es/FurnitureSectorOntology.owl#Tambourine						tambourine	tambourine.n.01	-	10
xylophone	2191	http://www.aidimme.es/FurnitureSectorOntology.owl#Xylophone						xylophone	marimba.n.01	-	9
maracas	2428	http://www.aidimme.es/FurnitureSectorOntology.owl#Maracas						maracas	maraca.n.01	-	9
kettledrum	2585	http://www.aidimme.es/FurnitureSectorOntology.owl#Kettledrum						kettledrum	kettle.n.04	-	9
cymbals	2622	http://www.aidimme.es/FurnitureSectorOntology.owl#Cymbals						cymbals	cymbal.n.01	-	9
marimba	2774	http://www.aidimme.es/FurnitureSectorOntology.owl#Marimba						marimba	marimba.n.01	-	9
castanets	2835	http://www.aidimme.es/FurnitureSectorOntology.owl#Castanets						castanets	bones.n.01	-	9
wind_instrument	3049	https://www.w3.org/2006/03/wn/wn20/instances/synset-wind_instrument-noun-01							wind_instrument.n.01	x	8
ocarina	2229	http://www.aidimme.es/FurnitureSectorOntology.owl#Ocarina						ocarina	ocarina.n.01	-	9
woodwind	3050	https://www.w3.org/2006/03/wn/wn20/instances/synset-woodwind-noun-01							woodwind.n.01	x	9
flute	3054	https://www.w3.org/2006/03/wn/wn20/instances/synset-flute-noun-01							flute.n.01	x	10
piccolo	2271	http://www.aidimme.es/FurnitureSectorOntology.owl#Piccolo						piccolo	piccolo.n.01	-	11
beating-reed_instrument	3051	https://www.w3.org/2006/03/wn/wn20/instances/synset-beating-reed_instrument-noun-01							beating-reed_instrument.n.01	x	10
double-reed_instrument	3052	https://www.w3.org/2006/03/wn/wn20/instances/synset-double-reed_instrument-noun-01							double-reed_instrument.n.01	x	11
bassoon	2528	http://www.aidimme.es/FurnitureSectorOntology.owl#Bassoon						bassoon	bassoon.n.01	-	12
oboe	2906	http://www.aidimme.es/FurnitureSectorOntology.owl#Oboe						oboe	oboe.n.01	-	12
single-reed_instrument	3053	https://www.w3.org/2006/03/wn/wn20/instances/synset-single-reed_instrument-noun-01							single-reed_instrument.n.01	x	11
clarinet	2589	http://www.aidimme.es/FurnitureSectorOntology.owl#Clarinet						clarinet	clarinet.n.01	-	12
percussion instrument	2148	http://www.aidimme.es/FurnitureSectorOntology.owl#PercussionInstrument						percussion instrument		-	8
bass drum	2089	http://www.aidimme.es/FurnitureSectorOntology.owl#BassDrum						bass drum		-	9
bongo	2287	http://www.aidimme.es/FurnitureSectorOntology.owl#Bongo						bongo		-	9
snare drum	2417	http://www.aidimme.es/FurnitureSectorOntology.owl#SnareDrum						snare drum		-	9
drum	2790	http://www.aidimme.es/FurnitureSectorOntology.owl#Drum						drum		-	9
musical accessory	2257	http://www.aidimme.es/FurnitureSectorOntology.owl#MusicalAccessory						musical accessory		-	8
drumstick	2822	http://www.aidimme.es/FurnitureSectorOntology.owl#Drumstick						drumstick		-	9
woodwind instrument	2301	http://www.aidimme.es/FurnitureSectorOntology.owl#WoodwindInstrument						woodwind instrument		-	8
flute	2902	http://www.aidimme.es/FurnitureSectorOntology.owl#Flute						flute		-	9
transverse flute	2662	http://www.aidimme.es/FurnitureSectorOntology.owl#TransverseFlute						transverse flute		-	10
recorder	2811	http://www.aidimme.es/FurnitureSectorOntology.owl#Recorder						recorder		-	10
stringed instrument	2800	http://www.aidimme.es/FurnitureSectorOntology.owl#StringedInstrument						stringed instrument		-	8
ukelele	2109	http://www.aidimme.es/FurnitureSectorOntology.owl#Ukelele						ukelele		-	9
harp	2149	http://www.aidimme.es/FurnitureSectorOntology.owl#Harp						harp		-	9
lute	2305	http://www.aidimme.es/FurnitureSectorOntology.owl#Lute						lute		-	9
lire	2405	http://www.aidimme.es/FurnitureSectorOntology.owl#Lire						lire		-	9
viola	2513	http://www.aidimme.es/FurnitureSectorOntology.owl#Viola						viola		-	9
bass	2517	http://www.aidimme.es/FurnitureSectorOntology.owl#Bass						bass		-	9
viola da gamba	2563	http://www.aidimme.es/FurnitureSectorOntology.owl#ViolaDaGamba						viola da gamba		-	9
double bass	2643	http://www.aidimme.es/FurnitureSectorOntology.owl#DoubleBass						double bass		-	9
hurdy gurdy	2837	http://www.aidimme.es/FurnitureSectorOntology.owl#HurdyGurdy						hurdy gurdy		-	9
keyboard instrument	2853	http://www.aidimme.es/FurnitureSectorOntology.owl#KeyboardInstrument						keyboard instrument		-	8
organ	2075	http://www.aidimme.es/FurnitureSectorOntology.owl#Organ						organ		-	9
spinet	2098	http://www.aidimme.es/FurnitureSectorOntology.owl#Spinet						spinet		-	9
electronic_device	3055	https://www.w3.org/2006/03/wn/wn20/instances/synset-electronic_device-noun-01							electronic_device.n.01	x	7
tv	33	http://scan-net.org/concepts/tv	tv		25	tv or monitor	tv		display.n.06	-	8
monitor	19	http://scan-net.org/concepts/monitor	monitor		40	tv or monitor			monitor.n.04	-	9
bulletin board	154	http://scan-net.org/concepts/bulletin_board	bulletin board		38				display_panel.n.01	-	9
mouse	202	http://scan-net.org/concepts/mouse	mouse		40		mouse		mouse.n.04	-	8
organizer	361	http://scan-net.org/concepts/ipad	organizer		40				personal_digital_assistant.n.01	-	8
kinect	1051	http://scan-net.org/concepts/kinect	kinect		40					-	8
xbox controller	1305	http://scan-net.org/concepts/xbox_controller	xbox controller		40					-	8
display	1351	http://scan-net.org/concepts/display	display		39				display.n.06	-	8
media devices	3056	http://atlantis-ar/indoor-taxonomy#media_devices		living media						-	8
office IT	3057	http://atlantis-ar/indoor-taxonomy#office_it		office edv						-	8
support	3058	https://www.w3.org/2006/03/wn/wn20/instances/synset-support-noun-10							support.n.10	x	7
step	117	http://www.aidimme.es/FurnitureSectorOntology.owl#Step	step		38			step	step.n.04	-	8
stair	1220	http://scan-net.org/concepts/stair	stair		38				step.n.04	-	8
clothing rack	1242	http://scan-net.org/concepts/clothing_rack	clothing rack		39				rack.n.05	-	8
rack stand	1270	http://scan-net.org/concepts/rack_stand	rack stand		39				rack.n.05	-	8
storage shelf	794	http://scan-net.org/concepts/storage_shelf	storage shelf		40				shelf.n.01	-	8
bookshelf	18	http://scan-net.org/concepts/bookshelf	bookshelf		10	bookshelf			bookshelf.n.01	-	9
book rack	326	http://scan-net.org/concepts/book_rack	book rack		39				bookshelf.n.01	-	9
organizer shelf	1283	http://scan-net.org/concepts/organizer_shelf	organizer shelf		15	bookshelf			bookshelf.n.01	-	9
pantry shelf	1316	http://scan-net.org/concepts/pantry_shelf	pantry shelf		15	bookshelf			bookshelf.n.01	-	9
closet shelf	1335	http://scan-net.org/concepts/closet_shelf	closet shelf		15	bookshelf			bookshelf.n.01	-	9
display rack	1290	http://scan-net.org/concepts/display_rack	display rack		39				rack.n.05	-	8
building element	2264	http://www.aidimme.es/FurnitureSectorOntology.owl#BuildingElement						building element	structural_member.n.01	-	8
sill	3059	https://www.w3.org/2006/03/wn/wn20/instances/synset-sill-noun-01							sill.n.01	x	9
windowsill	141	http://scan-net.org/concepts/windowsill	windowsill		38				windowsill.n.01	-	10
upright	3060	https://www.w3.org/2006/03/wn/wn20/instances/synset-upright-noun-01							upright.n.01	x	9
pillar	191	http://scan-net.org/concepts/pillar	pillar		38				column.n.07	-	10
post	3061	https://www.w3.org/2006/03/wn/wn20/instances/synset-post-noun-04							post.n.04	x	10
bollard	2367	http://www.aidimme.es/FurnitureSectorOntology.owl#Bollard						bollard	bollard.n.01	-	11
beam	2680	http://www.aidimme.es/FurnitureSectorOntology.owl#Beam							beam.n.02	x	9
wood beam	1310	http://scan-net.org/concepts/wood_beam	wood beam		38					-	10
building envelope	2722	http://www.aidimme.es/FurnitureSectorOntology.owl#BuildingEnvelope						building envelope		-	9
tile	2735	http://www.aidimme.es/FurnitureSectorOntology.owl#Tile						tile		-	9
truss	2828	http://www.aidimme.es/FurnitureSectorOntology.owl#Truss						truss		-	9
flooring and coating	2157	http://www.aidimme.es/FurnitureSectorOntology.owl#FlooringAndCoating						flooring and coating		-	9
floor covering	2132	http://www.aidimme.es/FurnitureSectorOntology.owl#FloorCovering						floor covering		-	10
wall cladding	2529	http://www.aidimme.es/FurnitureSectorOntology.owl#WallCladding						wall cladding		-	10
roof cladding	2634	http://www.aidimme.es/FurnitureSectorOntology.owl#RoofCladding						roof cladding		-	10
backrest	2316	http://www.aidimme.es/FurnitureSectorOntology.owl#Backrest						backrest	back.n.08	-	8
hanger	3063	https://www.w3.org/2006/03/wn/wn20/instances/synset-hanger-noun-02							hanger.n.02	x	8
clothes hanger	1199	http://scan-net.org/concepts/clothes_hanger	clothes hanger		40				coat_hanger.n.01	-	9
seat	3064	https://www.w3.org/2006/03/wn/wn20/instances/synset-seat-noun-04							seat.n.04	x	8
car seat	1240	http://scan-net.org/concepts/carseat	car seat		40				car_seat.n.01	-	9
rest	3065	https://www.w3.org/2006/03/wn/wn20/instances/synset-rest-noun-06							rest.n.06	x	8
armrest	2490	http://www.aidimme.es/FurnitureSectorOntology.owl#Armrest						armrest	armrest.n.01	-	9
reflector	3066	https://www.w3.org/2006/03/wn/wn20/instances/synset-reflector-noun-01							reflector.n.01	x	7
keyboard	3067	https://www.w3.org/2006/03/wn/wn20/instances/synset-keyboard-noun-01							keyboard.n.01	x	7
source_of_illumination	3068	https://www.w3.org/2006/03/wn/wn20/instances/synset-source_of_illumination-noun-01							source_of_illumination.n.01	x	7
light	105	http://scan-net.org/concepts/light	light		38				light.n.02	-	8
night-light	3069	https://www.w3.org/2006/03/wn/wn20/instances/synset-night-light-noun-01							night-light.n.01	x	9
night light	1330	http://scan-net.org/concepts/night_light	night light		40					-	10
ceiling light	1168	http://scan-net.org/concepts/ceiling_light	ceiling light		38				light.n.02	-	8
lamp	3070	https://www.w3.org/2006/03/wn/wn20/instances/synset-lamp-noun-01							lamp.n.01	x	8
mechanism	3071	https://www.w3.org/2006/03/wn/wn20/instances/synset-mechanism-noun-05							mechanism.n.05	x	7
controller	247	http://scan-net.org/concepts/controller	controller		40				control.n.09	-	8
light switch	232	http://scan-net.org/concepts/light_switch	light switch		38				switch.n.01	-	9
elevator button	1333	http://scan-net.org/concepts/elevator_button	elevator button		40				push_button.n.01	-	10
switch	182	http://scan-net.org/concepts/switch	switch		40				switch.n.01	-	9
regulator	3072	https://www.w3.org/2006/03/wn/wn20/instances/synset-regulator-noun-01							regulator.n.01	x	9
thermostat	1195	http://scan-net.org/concepts/thermostat	thermostat		40				thermostat.n.01	-	10
faucet	83	http://scan-net.org/concepts/faucet	faucet		40	faucet			faucet.n.01	-	10
shower faucet handle	972	http://scan-net.org/concepts/shower_faucet_handle	shower faucet handle		40				faucet.n.01	-	10
handwheel	3073	https://www.w3.org/2006/03/wn/wn20/instances/synset-handwheel-noun-02							handwheel.n.02	x	9
gaming wheel	939	http://scan-net.org/concepts/gaming_wheel	gaming wheel		40				steering_wheel.n.01	-	10
robot	2519	http://www.aidimme.es/FurnitureSectorOntology.owl#Robot						robot	automaton.n.02	-	8
stacker robot	2338	http://www.aidimme.es/FurnitureSectorOntology.owl#StackerRobot						stacker robot		-	9
stapler robot	2429	http://www.aidimme.es/FurnitureSectorOntology.owl#StaplerRobot						stapler robot		-	9
welding robot	2451	http://www.aidimme.es/FurnitureSectorOntology.owl#WeldingRobot						welding robot		-	9
mechanical_device	3074	https://www.w3.org/2006/03/wn/wn20/instances/synset-mechanical_device-noun-01							mechanical_device.n.01	x	8
fire sprinkler	1321	http://scan-net.org/concepts/fire_sprinkler	fire sprinkler		40				sprinkler.n.01	-	9
pump	3075	https://www.w3.org/2006/03/wn/wn20/instances/synset-pump-noun-01							pump.n.01	x	9
bike pump	1259	http://scan-net.org/concepts/bike_pump	bike pump		40				bicycle_pump.n.01	-	10
machine	3076	https://www.w3.org/2006/03/wn/wn20/instances/synset-machine-noun-04							machine.n.04	x	9
wheel	1274	http://scan-net.org/concepts/wheel	wheel		40				wheel.n.01	-	10
coupling	3077	https://www.w3.org/2006/03/wn/wn20/instances/synset-coupling-noun-02							coupling.n.02	x	9
swivel	2329	http://www.aidimme.es/FurnitureSectorOntology.owl#Swivel						swivel	swivel.n.01	-	10
rotating_mechanism	3078	https://www.w3.org/2006/03/wn/wn20/instances/synset-rotating_mechanism-noun-01							rotating_mechanism.n.01	x	8
circle	3079	https://www.w3.org/2006/03/wn/wn20/instances/synset-circle-noun-08							circle.n.08	x	9
disk	3080	https://www.w3.org/2006/03/wn/wn20/instances/synset-disk-noun-02							disk.n.02	x	10
instrument	3081	https://www.w3.org/2006/03/wn/wn20/instances/synset-instrument-noun-01							instrument.n.01	x	7
